Model,Logo,Brand,Series,System Type,Unit Type,Tonnage,Total Circuits,DX/Chiller,Cooling Type,Heating Type,SEER,EER,Refrigerant,Original Charge (oz),Compressor Brand,Compressor Type,Compressor Model,Total Compressors,Compressors/Circuit,Compressor Size(s),Voltage/Phase/Hz,RLA,LRA,Capacity Staging,Capacity FX,Lowest Staging,Compressor Notes,Oil Type,Oil Amt (oz),Oil Notes,Device Type,Metering Device Notes,Devices/Circuit,Total Devices,Device Size,Fan Type,CFM Range,Fan Notes,Conversion Job,Warnings,Standard Controls,Optional Controls,Workflow,Conversion Notes,Service Facts,Product Data,IOM,Controls Manuals,Misc,Bluon Guidelines,Unit Image,Bid Type,Man Hours,Charge (Lbs),EXV,EXV (Qty),EXV 2,EXV 2 (Qty),Control Panel,Tech Entering Data,Date Added,QA,Tier II (Over 20 Tons),EXV + Pump-down Required,Standard,EXV Only Required,Est. Labor (Man-hours),Std. Conversion Est. MH,Less Than or Equal to 5 Tons,EEV Only Est. MH,EEV+PD Est. MH,Incorrect Original Charge,Needs QC,QA/QC Comments,QC (Ongoing),Last QC Date,Bidding Comments,Less Than or Equal to 5 Tons MH,Other Protocols,Other Protocols Labor (Man-hours),MIN Labor,MAX Labor,Bid QC Resolved,NEW (Not in Bedrock),Inspect,Baseline,Airflow / Waterflow,Recover,Controls,Replace/Install,Leak Check,Evacuate,Charge,Tune,Verify,Label,Minor Steps Completed,Filter Driers and Cores,Mfg. & Part Numbers (from Filter Driers and Cores),OEM Filter Driers and Cores,Troubleshooting,Diagnostic,Wiring Diagram,New System Type,Forum Tag,NOT in PostGres
42BVE06*E3******C_CR,https://dl.airtable.com/J8IV22NATS6wCtZDzPMu_carrier.png,Carrier,42BVE,Split,Air Handling Unit,,,N/A,N/A,,,,Other/NA,See ODU,,,,,,,230/1/60,3.6,,,,,,,,,See Notes,Series 42B is highly customizable for different types of heating and cooling mediums. Refer to manuals for specific information.,,,,See Notes,600,Series 42B is highly customizable for different types of fan configurations. Refer to manuals for specific information.,Air Handler Unit,,,,,Series 42B is highly customizable for different types of heating and cooling mediums. Refer to manuals for specific information.,,https://dl.airtable.com/.attachments/4527a4f6f092a0a5b4019481e02c7c3f/a07dc24b/CR_42B_PD_42B-6PD.pdf,https://dl.airtable.com/.attachments/b340b6900a8687bebf3884f20057715a/ab9a8aa2/CR_42B_II_42B-5SI.pdf,,,,https://dl.airtable.com/.attachments/5f97e371aa8b2df66ad83e765e06c42b/95e93c6b/CR_42BVEPIC.png,N/A - Air Handler Unit,5,,,,,,,Joel Keller,12/8/21,,0,0,0,0,5,0,1,0,0,0,,,,,,5,,,4,6,,,,,,,,,,,,,,,,,,,,,https://dl.airtable.com/.attachments/48152ad6c5e783d6376ef1f5250d91bb/075523b3/CR_42B_PD_42B-6PD_WIRING.pdf,Air Handling Unit,Air Handler,checked
42BVE10*C3******D_CR,https://dl.airtable.com/J8IV22NATS6wCtZDzPMu_carrier.png,Carrier,42BVE,Split,Air Handling Unit,,,N/A,N/A,,,,Other/NA,See ODU,,,,,,,115/1/60,13.3,,,,,,,,,See Notes,Series 42B is highly customizable for different types of heating and cooling mediums. Refer to manuals for specific information.,,,,See Notes,800,Series 42B is highly customizable for different types of fan configurations. Refer to manuals for specific information.,Air Handler Unit,,,,,Series 42B is highly customizable for different types of heating and cooling mediums. Refer to manuals for specific information.,,https://dl.airtable.com/.attachments/4527a4f6f092a0a5b4019481e02c7c3f/a07dc24b/CR_42B_PD_42B-6PD.pdf,https://dl.airtable.com/.attachments/b340b6900a8687bebf3884f20057715a/ab9a8aa2/CR_42B_II_42B-5SI.pdf,,,,https://dl.airtable.com/.attachments/5f97e371aa8b2df66ad83e765e06c42b/95e93c6b/CR_42BVEPIC.png,N/A - Air Handler Unit,5,,,,,,,Joel Keller,12/8/21,,0,0,0,0,5,0,1,0,0,0,,,,,,5,,,4,6,,,,,,,,,,,,,,,,,,,,,https://dl.airtable.com/.attachments/48152ad6c5e783d6376ef1f5250d91bb/075523b3/CR_42B_PD_42B-6PD_WIRING.pdf,Air Handling Unit,Air Handler,checked
42BVE30*C3******D_CR,https://dl.airtable.com/J8IV22NATS6wCtZDzPMu_carrier.png,Carrier,42BHE,Split,Air Handling Unit,,,N/A,N/A,,,,Other/NA,See ODU,,,,,,,115/1/60,13.3,,,,,,,,,See Notes,Series 42B is highly customizable for different types of heating and cooling mediums. Refer to manuals for specific information.,,,,See Notes,2000,Series 42B is highly customizable for different types of fan configurations. Refer to manuals for specific information.,Air Handler Unit,,,,,Series 42B is highly customizable for different types of heating and cooling mediums. Refer to manuals for specific information.,,https://dl.airtable.com/.attachments/4527a4f6f092a0a5b4019481e02c7c3f/a07dc24b/CR_42B_PD_42B-6PD.pdf,https://dl.airtable.com/.attachments/b340b6900a8687bebf3884f20057715a/ab9a8aa2/CR_42B_II_42B-5SI.pdf,,,,https://dl.airtable.com/.attachments/5f97e371aa8b2df66ad83e765e06c42b/95e93c6b/CR_42BVEPIC.png,N/A - Air Handler Unit,5,,,,,,,Joel Keller,12/8/21,,0,0,0,0,5,0,1,0,0,0,,,,,,5,,,4,6,,,,,,,,,,,,,,,,,,,,,https://dl.airtable.com/.attachments/48152ad6c5e783d6376ef1f5250d91bb/075523b3/CR_42B_PD_42B-6PD_WIRING.pdf,Air Handling Unit,Air Handler,checked
42BVE20*D4******C_CR,https://dl.airtable.com/J8IV22NATS6wCtZDzPMu_carrier.png,Carrier,42BVE,Split,Air Handling Unit,,,N/A,N/A,,,,Other/NA,See ODU,,,,,,,208/3/60,4.2,,,,,,,,,See Notes,Series 42B is highly customizable for different types of heating and cooling mediums. Refer to manuals for specific information.,,,,See Notes,1600,Series 42B is highly customizable for different types of fan configurations. Refer to manuals for specific information.,Air Handler Unit,,,,,Series 42B is highly customizable for different types of heating and cooling mediums. Refer to manuals for specific information.,,https://dl.airtable.com/.attachments/4527a4f6f092a0a5b4019481e02c7c3f/a07dc24b/CR_42B_PD_42B-6PD.pdf,https://dl.airtable.com/.attachments/b340b6900a8687bebf3884f20057715a/ab9a8aa2/CR_42B_II_42B-5SI.pdf,,,,https://dl.airtable.com/.attachments/5f97e371aa8b2df66ad83e765e06c42b/95e93c6b/CR_42BVEPIC.png,N/A - Air Handler Unit,5,,,,,,,Joel Keller,12/8/21,,0,0,0,0,5,0,1,0,0,0,,,,,,5,,,4,6,,,,,,,,,,,,,,,,,,,,,https://dl.airtable.com/.attachments/48152ad6c5e783d6376ef1f5250d91bb/075523b3/CR_42B_PD_42B-6PD_WIRING.pdf,Air Handling Unit,Air Handler,checked
42BVE08*F3******D_CR,https://dl.airtable.com/J8IV22NATS6wCtZDzPMu_carrier.png,Carrier,42BVE,Split,Air Handling Unit,,,N/A,N/A,,,,Other/NA,See ODU,,,,,,,277/1/60,3,,,,,,,,,See Notes,Series 42B is highly customizable for different types of heating and cooling mediums. Refer to manuals for specific information.,,,,See Notes,4000,Series 42B is highly customizable for different types of fan configurations. Refer to manuals for specific information.,Air Handler Unit,,,,,Series 42B is highly customizable for different types of heating and cooling mediums. Refer to manuals for specific information.,,https://dl.airtable.com/.attachments/4527a4f6f092a0a5b4019481e02c7c3f/a07dc24b/CR_42B_PD_42B-6PD.pdf,https://dl.airtable.com/.attachments/b340b6900a8687bebf3884f20057715a/ab9a8aa2/CR_42B_II_42B-5SI.pdf,,,,https://dl.airtable.com/.attachments/5f97e371aa8b2df66ad83e765e06c42b/95e93c6b/CR_42BVEPIC.png,N/A - Air Handler Unit,5,,,,,,,Joel Keller,12/8/21,,0,0,0,0,5,0,1,0,0,0,,,,,,5,,,4,6,,,,,,,,,,,,,,,,,,,,,https://dl.airtable.com/.attachments/48152ad6c5e783d6376ef1f5250d91bb/075523b3/CR_42B_PD_42B-6PD_WIRING.pdf,Air Handling Unit,Air Handler,checked
42BVE10*F3******D_CR,https://dl.airtable.com/J8IV22NATS6wCtZDzPMu_carrier.png,Carrier,42BVE,Split,Air Handling Unit,,,N/A,N/A,,,,Other/NA,See ODU,,,,,,,277/1/60,3,,,,,,,,,See Notes,Series 42B is highly customizable for different types of heating and cooling mediums. Refer to manuals for specific information.,,,,See Notes,800,Series 42B is highly customizable for different types of fan configurations. Refer to manuals for specific information.,Air Handler Unit,,,,,Series 42B is highly customizable for different types of heating and cooling mediums. Refer to manuals for specific information.,,https://dl.airtable.com/.attachments/4527a4f6f092a0a5b4019481e02c7c3f/a07dc24b/CR_42B_PD_42B-6PD.pdf,https://dl.airtable.com/.attachments/b340b6900a8687bebf3884f20057715a/ab9a8aa2/CR_42B_II_42B-5SI.pdf,,,,https://dl.airtable.com/.attachments/5f97e371aa8b2df66ad83e765e06c42b/95e93c6b/CR_42BVEPIC.png,N/A - Air Handler Unit,5,,,,,,,Joel Keller,12/8/21,,0,0,0,0,5,0,1,0,0,0,,,,,,5,,,4,6,,,,,,,,,,,,,,,,,,,,,https://dl.airtable.com/.attachments/48152ad6c5e783d6376ef1f5250d91bb/075523b3/CR_42B_PD_42B-6PD_WIRING.pdf,Air Handling Unit,Air Handler,checked
42BVE08*D3******C_CR,https://dl.airtable.com/J8IV22NATS6wCtZDzPMu_carrier.png,Carrier,42BVE,Split,Air Handling Unit,,,N/A,N/A,,,,Other/NA,See ODU,,,,,,,208/1/60,4.8,,,,,,,,,See Notes,Series 42B is highly customizable for different types of heating and cooling mediums. Refer to manuals for specific information.,,,,See Notes,4000,Series 42B is highly customizable for different types of fan configurations. Refer to manuals for specific information.,Air Handler Unit,,,,,Series 42B is highly customizable for different types of heating and cooling mediums. Refer to manuals for specific information.,,https://dl.airtable.com/.attachments/4527a4f6f092a0a5b4019481e02c7c3f/a07dc24b/CR_42B_PD_42B-6PD.pdf,https://dl.airtable.com/.attachments/b340b6900a8687bebf3884f20057715a/ab9a8aa2/CR_42B_II_42B-5SI.pdf,,,,https://dl.airtable.com/.attachments/5f97e371aa8b2df66ad83e765e06c42b/95e93c6b/CR_42BVEPIC.png,N/A - Air Handler Unit,5,,,,,,,Joel Keller,12/8/21,,0,0,0,0,5,0,1,0,0,0,,,,,,5,,,4,6,,,,,,,,,,,,,,,,,,,,,https://dl.airtable.com/.attachments/48152ad6c5e783d6376ef1f5250d91bb/075523b3/CR_42B_PD_42B-6PD_WIRING.pdf,Air Handling Unit,Air Handler,checked
42BVE06*C3******B_CR,https://dl.airtable.com/J8IV22NATS6wCtZDzPMu_carrier.png,Carrier,42BVE,Split,Air Handling Unit,,,N/A,N/A,,,,Other/NA,See ODU,,,,,,,115/1/60,6,,,,,,,,,See Notes,Series 42B is highly customizable for different types of heating and cooling mediums. Refer to manuals for specific information.,,,,See Notes,600,Series 42B is highly customizable for different types of fan configurations. Refer to manuals for specific information.,Air Handler Unit,,,,,Series 42B is highly customizable for different types of heating and cooling mediums. Refer to manuals for specific information.,,https://dl.airtable.com/.attachments/4527a4f6f092a0a5b4019481e02c7c3f/a07dc24b/CR_42B_PD_42B-6PD.pdf,https://dl.airtable.com/.attachments/b340b6900a8687bebf3884f20057715a/ab9a8aa2/CR_42B_II_42B-5SI.pdf,,,,https://dl.airtable.com/.attachments/5f97e371aa8b2df66ad83e765e06c42b/95e93c6b/CR_42BVEPIC.png,N/A - Air Handler Unit,5,,,,,,,Joel Keller,12/8/21,,0,0,0,0,5,0,1,0,0,0,,,,,,5,,,4,6,,,,,,,,,,,,,,,,,,,,,https://dl.airtable.com/.attachments/48152ad6c5e783d6376ef1f5250d91bb/075523b3/CR_42B_PD_42B-6PD_WIRING.pdf,Air Handling Unit,Air Handler,checked
42BVE10*E3******B_CR,https://dl.airtable.com/J8IV22NATS6wCtZDzPMu_carrier.png,Carrier,42BVE,Split,Air Handling Unit,,,N/A,N/A,,,,Other/NA,See ODU,,,,,,,230/1/60,3,,,,,,,,,See Notes,Series 42B is highly customizable for different types of heating and cooling mediums. Refer to manuals for specific information.,,,,See Notes,800,Series 42B is highly customizable for different types of fan configurations. Refer to manuals for specific information.,Air Handler Unit,,,,,Series 42B is highly customizable for different types of heating and cooling mediums. Refer to manuals for specific information.,,https://dl.airtable.com/.attachments/4527a4f6f092a0a5b4019481e02c7c3f/a07dc24b/CR_42B_PD_42B-6PD.pdf,https://dl.airtable.com/.attachments/b340b6900a8687bebf3884f20057715a/ab9a8aa2/CR_42B_II_42B-5SI.pdf,,,,https://dl.airtable.com/.attachments/5f97e371aa8b2df66ad83e765e06c42b/95e93c6b/CR_42BVEPIC.png,N/A - Air Handler Unit,5,,,,,,,Joel Keller,12/8/21,,0,0,0,0,5,0,1,0,0,0,,,,,,5,,,4,6,,,,,,,,,,,,,,,,,,,,,https://dl.airtable.com/.attachments/48152ad6c5e783d6376ef1f5250d91bb/075523b3/CR_42B_PD_42B-6PD_WIRING.pdf,Air Handling Unit,Air Handler,checked
42BVE16*D4******E_CR,https://dl.airtable.com/J8IV22NATS6wCtZDzPMu_carrier.png,Carrier,42BVE,Split,Air Handling Unit,,,N/A,N/A,,,,Other/NA,See ODU,,,,,,,208/3/60,6,,,,,,,,,See Notes,Series 42B is highly customizable for different types of heating and cooling mediums. Refer to manuals for specific information.,,,,See Notes,1200,Series 42B is highly customizable for different types of fan configurations. Refer to manuals for specific information.,Air Handler Unit,,,,,Series 42B is highly customizable for different types of heating and cooling mediums. Refer to manuals for specific information.,,https://dl.airtable.com/.attachments/4527a4f6f092a0a5b4019481e02c7c3f/a07dc24b/CR_42B_PD_42B-6PD.pdf,https://dl.airtable.com/.attachments/b340b6900a8687bebf3884f20057715a/ab9a8aa2/CR_42B_II_42B-5SI.pdf,,,,https://dl.airtable.com/.attachments/5f97e371aa8b2df66ad83e765e06c42b/95e93c6b/CR_42BVEPIC.png,N/A - Air Handler Unit,5,,,,,,,Joel Keller,12/8/21,,0,0,0,0,5,0,1,0,0,0,,,,,,5,,,4,6,,,,,,,,,,,,,,,,,,,,,https://dl.airtable.com/.attachments/48152ad6c5e783d6376ef1f5250d91bb/075523b3/CR_42B_PD_42B-6PD_WIRING.pdf,Air Handling Unit,Air Handler,checked
42BVE20*D4******E_CR,https://dl.airtable.com/J8IV22NATS6wCtZDzPMu_carrier.png,Carrier,42BVE,Split,Air Handling Unit,,,N/A,N/A,,,,Other/NA,See ODU,,,,,,,208/3/60,6,,,,,,,,,See Notes,Series 42B is highly customizable for different types of heating and cooling mediums. Refer to manuals for specific information.,,,,See Notes,1600,Series 42B is highly customizable for different types of fan configurations. Refer to manuals for specific information.,Air Handler Unit,,,,,Series 42B is highly customizable for different types of heating and cooling mediums. Refer to manuals for specific information.,,https://dl.airtable.com/.attachments/4527a4f6f092a0a5b4019481e02c7c3f/a07dc24b/CR_42B_PD_42B-6PD.pdf,https://dl.airtable.com/.attachments/b340b6900a8687bebf3884f20057715a/ab9a8aa2/CR_42B_II_42B-5SI.pdf,,,,https://dl.airtable.com/.attachments/5f97e371aa8b2df66ad83e765e06c42b/95e93c6b/CR_42BVEPIC.png,N/A - Air Handler Unit,5,,,,,,,Joel Keller,12/8/21,,0,0,0,0,5,0,1,0,0,0,,,,,,5,,,4,6,,,,,,,,,,,,,,,,,,,,,https://dl.airtable.com/.attachments/48152ad6c5e783d6376ef1f5250d91bb/075523b3/CR_42B_PD_42B-6PD_WIRING.pdf,Air Handling Unit,Air Handler,checked
42BVE16*G4******E_CR,https://dl.airtable.com/J8IV22NATS6wCtZDzPMu_carrier.png,Carrier,42BVE,Split,Air Handling Unit,,,N/A,N/A,,,,Other/NA,See ODU,,,,,,,460/3/60,1.9,,,,,,,,,See Notes,Series 42B is highly customizable for different types of heating and cooling mediums. Refer to manuals for specific information.,,,,See Notes,1200,Series 42B is highly customizable for different types of fan configurations. Refer to manuals for specific information.,Air Handler Unit,,,,,Series 42B is highly customizable for different types of heating and cooling mediums. Refer to manuals for specific information.,,https://dl.airtable.com/.attachments/4527a4f6f092a0a5b4019481e02c7c3f/a07dc24b/CR_42B_PD_42B-6PD.pdf,https://dl.airtable.com/.attachments/b340b6900a8687bebf3884f20057715a/ab9a8aa2/CR_42B_II_42B-5SI.pdf,,,,https://dl.airtable.com/.attachments/5f97e371aa8b2df66ad83e765e06c42b/95e93c6b/CR_42BVEPIC.png,N/A - Air Handler Unit,5,,,,,,,Joel Keller,12/8/21,,0,0,0,0,5,0,1,0,0,0,,,,,,5,,,4,6,,,,,,,,,,,,,,,,,,,,,https://dl.airtable.com/.attachments/48152ad6c5e783d6376ef1f5250d91bb/075523b3/CR_42B_PD_42B-6PD_WIRING.pdf,Air Handling Unit,Air Handler,checked
FPMBNU018_CR,https://dl.airtable.com/J8IV22NATS6wCtZDzPMu_carrier.png,Carrier,FPM,Split,Air Handling Unit,1.5,1,N/A,N/A,Electric,,,R-410A,,,,,,,,208-230/1/60,1.32,,,2,,,,,,TEV,,,,,CV,600,,Air Handler Unit,,,,,,,https://dl.airtable.com/.attachments/5b0bd02251a1d6278605e873d6f42745/73cf7b21/CR_FPMB_PD_FPMB-01PD.pdf,https://dl.airtable.com/.attachments/f144cecd699de10a1026a508dd93dc09/7d7b0c48/CR_FPMANU_II_IM-FPMANU-04.pdf,,,,https://dl.airtable.com/.attachments/cd95d120d412b0c7aa0a98aa1b92aebe/ffba2064/CR_FPMBPIC.png,N/A - Air Handler Unit,5,,,,,,,Joel Keller,12/8/21,,0,0,0,0,5,0,1,0,0,0,,,,,,5,,,4,6,,,,,,,,,,,,,,,,,,,,,https://dl.airtable.com/.attachments/73ef7e0d51a7a08655fda63c46d39aa7/2ed35ba8/CR_FPM_WIRING.pdf,Air Handling Unit,Air Handler,checked
42WKN33K**N_CR,https://dl.airtable.com/J8IV22NATS6wCtZDzPMu_carrier.png,Carrier,42WKN,Split,Air Handling Unit,2.5,,Chiller,N/A,Cool Only,,,H2O,,,,,,,,220/1/50,0.96,,,3,,,,,,See Notes,Hydronic coils with no metering device,,,,CV,970,,Air Handler Unit,,,,,,,https://dl.airtable.com/.attachments/bace689eb724c5c5e351c1726207b8a4/c0982935/CR_42WKN_PD_42WKN-7PD.pdf,https://dl.airtable.com/.attachments/82c64fd4bd260b85f3bb5cf1e5ae4146/5bfde4e1/CR_42WKN_II_42WKN-9SI.pdf,,,,https://dl.airtable.com/.attachments/f909d9fceedf1827b305a9dc9ead1ecf/15713e8f/CR_42WKN18PIC.png,N/A - Air Handler Unit,5,,,,,,,Joel Keller,12/8/21,,0,0,0,0,5,0,1,0,0,0,,,,,,5,,,4,6,,,,,,,,,,,,,,,,,,,,,https://dl.airtable.com/.attachments/6f6b91be5bdda3d640c6f0fbb3d6dc68/720e2e23/CR_42WKN_II_42WKN-9SI_33-36WIRING.pdf,Air Handling Unit,Air Handler,checked
42WKN20C**B_CR,https://dl.airtable.com/J8IV22NATS6wCtZDzPMu_carrier.png,Carrier,42WKN,Split,Air Handling Unit,1.8,,Chiller,N/A,N/A,,,H2O,,,,,,,,230/1/60,0.55,,,2,,,,,,See Notes,Hydronic coils with no metering device,,,,CV,680,,Air Handler Unit,,,,,,,https://dl.airtable.com/.attachments/bace689eb724c5c5e351c1726207b8a4/c0982935/CR_42WKN_PD_42WKN-7PD.pdf,https://dl.airtable.com/.attachments/82c64fd4bd260b85f3bb5cf1e5ae4146/5bfde4e1/CR_42WKN_II_42WKN-9SI.pdf,,,,https://dl.airtable.com/.attachments/f909d9fceedf1827b305a9dc9ead1ecf/15713e8f/CR_42WKN18PIC.png,N/A - Air Handler Unit,5,,,,,,,Joel Keller,12/8/21,,0,0,0,0,5,0,1,0,0,0,,,,,,5,,,4,6,,,,,,,,,,,,,,,,,,,,,https://dl.airtable.com/.attachments/e518a071338e429c9d81dbdb54d8ff05/e4aa32b5/CR_42WKN_II_42WKN-9SI_18-20WIRING.pdf,Air Handling Unit,Air Handler,checked
42WKN18C**A_CR,https://dl.airtable.com/J8IV22NATS6wCtZDzPMu_carrier.png,Carrier,42WKN,Split,Air Handling Unit,1.5,,Chiller,N/A,Electric,,,H2O,,,,,,,,230/1/60,13.59,,,2,,,,,,See Notes,Hydronic coils with no metering device,,,,CV,630,,Air Handler Unit,,,,,,,https://dl.airtable.com/.attachments/bace689eb724c5c5e351c1726207b8a4/c0982935/CR_42WKN_PD_42WKN-7PD.pdf,https://dl.airtable.com/.attachments/82c64fd4bd260b85f3bb5cf1e5ae4146/5bfde4e1/CR_42WKN_II_42WKN-9SI.pdf,,,,https://dl.airtable.com/.attachments/f909d9fceedf1827b305a9dc9ead1ecf/15713e8f/CR_42WKN18PIC.png,N/A - Air Handler Unit,5,,,,,,,Joel Keller,12/8/21,,0,0,0,0,5,0,1,0,0,0,,,,,,5,,,4,6,,,,,,,,,,,,,,,,,,,,,https://dl.airtable.com/.attachments/e518a071338e429c9d81dbdb54d8ff05/e4aa32b5/CR_42WKN_II_42WKN-9SI_18-20WIRING.pdf,Air Handling Unit,Air Handler,checked
42WKN33C**B_CR,https://dl.airtable.com/J8IV22NATS6wCtZDzPMu_carrier.png,Carrier,42WKN,Split,Air Handling Unit,2.5,,Chiller,N/A,N/A,,,H2O,,,,,,,,230/1/60,0.96,,,3,,,,,,See Notes,Hydronic coils with no metering device,,,,CV,970,,Air Handler Unit,,,,,,,https://dl.airtable.com/.attachments/bace689eb724c5c5e351c1726207b8a4/c0982935/CR_42WKN_PD_42WKN-7PD.pdf,https://dl.airtable.com/.attachments/82c64fd4bd260b85f3bb5cf1e5ae4146/5bfde4e1/CR_42WKN_II_42WKN-9SI.pdf,,,,https://dl.airtable.com/.attachments/f909d9fceedf1827b305a9dc9ead1ecf/15713e8f/CR_42WKN18PIC.png,N/A - Air Handler Unit,5,,,,,,,Joel Keller,12/8/21,,0,0,0,0,5,0,1,0,0,0,,,,,,5,,,4,6,,,,,,,,,,,,,,,,,,,,,https://dl.airtable.com/.attachments/6f6b91be5bdda3d640c6f0fbb3d6dc68/720e2e23/CR_42WKN_II_42WKN-9SI_33-36WIRING.pdf,Air Handling Unit,Air Handler,checked
42WKN08B**B_CR,https://dl.airtable.com/J8IV22NATS6wCtZDzPMu_carrier.png,Carrier,42WKN,Split,Air Handling Unit,0.8,,Chiller,N/A,N/A,,,H2O,,,,,,,,208/1/60,0.35,,,1,,,,,,See Notes,Hydronic coils with no metering device,,,,CV,340,,Air Handler Unit,,,,,,,https://dl.airtable.com/.attachments/bace689eb724c5c5e351c1726207b8a4/c0982935/CR_42WKN_PD_42WKN-7PD.pdf,https://dl.airtable.com/.attachments/82c64fd4bd260b85f3bb5cf1e5ae4146/5bfde4e1/CR_42WKN_II_42WKN-9SI.pdf,,,,https://dl.airtable.com/.attachments/4c39234916b7b266ca141bc735ccacaa/a665a00f/CR_42WKN08PIC.png,N/A - Air Handler Unit,5,,,,,,,Joel Keller,12/8/21,,0,0,0,0,5,0,1,0,0,0,,,,,,5,,,4,6,,,,,,,,,,,,,,,,,,,,,https://dl.airtable.com/.attachments/562645908f34607cb830f9a554c845d1/f217bbd4/CR_42WKN_II_42WKN-9SI_08-12WIRING.pdf,Air Handling Unit,Air Handler,checked
42WKN20A**N_CR,https://dl.airtable.com/J8IV22NATS6wCtZDzPMu_carrier.png,Carrier,42WKN,Split,Air Handling Unit,1.8,,Chiller,N/A,Cool Only,,,H2O,,,,,,,,115/1/60,1.1,,,2,,,,,,See Notes,Hydronic coils with no metering device,,,,CV,680,,Air Handler Unit,,,,,,,https://dl.airtable.com/.attachments/bace689eb724c5c5e351c1726207b8a4/c0982935/CR_42WKN_PD_42WKN-7PD.pdf,https://dl.airtable.com/.attachments/82c64fd4bd260b85f3bb5cf1e5ae4146/5bfde4e1/CR_42WKN_II_42WKN-9SI.pdf,,,,https://dl.airtable.com/.attachments/f909d9fceedf1827b305a9dc9ead1ecf/15713e8f/CR_42WKN18PIC.png,N/A - Air Handler Unit,5,,,,,,,Joel Keller,12/8/21,,0,0,0,0,5,0,1,0,0,0,,,,,,5,,,4,6,,,,,,,,,,,,,,,,,,,,,https://dl.airtable.com/.attachments/e518a071338e429c9d81dbdb54d8ff05/e4aa32b5/CR_42WKN_II_42WKN-9SI_18-20WIRING.pdf,Air Handling Unit,Air Handler,checked
42WKN33B**B_CR,https://dl.airtable.com/J8IV22NATS6wCtZDzPMu_carrier.png,Carrier,42WKN,Split,Air Handling Unit,2.5,,Chiller,N/A,N/A,,,H2O,,,,,,,,208/1/60,0.96,,,3,,,,,,See Notes,Hydronic coils with no metering device,,,,CV,970,,Air Handler Unit,,,,,,,https://dl.airtable.com/.attachments/bace689eb724c5c5e351c1726207b8a4/c0982935/CR_42WKN_PD_42WKN-7PD.pdf,https://dl.airtable.com/.attachments/82c64fd4bd260b85f3bb5cf1e5ae4146/5bfde4e1/CR_42WKN_II_42WKN-9SI.pdf,,,,https://dl.airtable.com/.attachments/f909d9fceedf1827b305a9dc9ead1ecf/15713e8f/CR_42WKN18PIC.png,N/A - Air Handler Unit,5,,,,,,,Joel Keller,12/8/21,,0,0,0,0,5,0,1,0,0,0,,,,,,5,,,4,6,,,,,,,,,,,,,,,,,,,,,https://dl.airtable.com/.attachments/6f6b91be5bdda3d640c6f0fbb3d6dc68/720e2e23/CR_42WKN_II_42WKN-9SI_33-36WIRING.pdf,Air Handling Unit,Air Handler,checked
42WKN36J**B_CR,https://dl.airtable.com/J8IV22NATS6wCtZDzPMu_carrier.png,Carrier,42WKN,Split,Air Handling Unit,3,,Chiller,N/A,N/A,,,H2O,,,,,,,,110/1/50,1.92,,,3,,,,,,See Notes,Hydronic coils with no metering device,,,,CV,1030,,Air Handler Unit,,,,,,,https://dl.airtable.com/.attachments/bace689eb724c5c5e351c1726207b8a4/c0982935/CR_42WKN_PD_42WKN-7PD.pdf,https://dl.airtable.com/.attachments/82c64fd4bd260b85f3bb5cf1e5ae4146/5bfde4e1/CR_42WKN_II_42WKN-9SI.pdf,,,,https://dl.airtable.com/.attachments/f909d9fceedf1827b305a9dc9ead1ecf/15713e8f/CR_42WKN18PIC.png,N/A - Air Handler Unit,5,,,,,,,Joel Keller,12/8/21,,0,0,0,0,5,0,1,0,0,0,,,,,,5,,,4,6,,,,,,,,,,,,,,,,,,,,,https://dl.airtable.com/.attachments/6f6b91be5bdda3d640c6f0fbb3d6dc68/720e2e23/CR_42WKN_II_42WKN-9SI_33-36WIRING.pdf,Air Handling Unit,Air Handler,checked
FPMANC030_CR,https://dl.airtable.com/J8IV22NATS6wCtZDzPMu_carrier.png,Carrier,FPM,Split,Air Handling Unit,2.5,1,N/A,N/A,Electric,,,R-410A,,,,,,,,208-230/1/60,2.2,,,3,,,,,,Fixed Orifice,The piston included with the fan coil is unique to this product and CANNOT be replaced with the piston shipped with outdoor unit.,,,67,CV,1000,,Air Handler Unit,,,,,,,https://dl.airtable.com/.attachments/716c43c15e3a18eacde45ef42b160109/d23a15b8/CR_FPMA_PD_FPMA-05PD.pdf,https://dl.airtable.com/.attachments/f144cecd699de10a1026a508dd93dc09/7d7b0c48/CR_FPMANU_II_IM-FPMANU-04.pdf,,,,https://dl.airtable.com/.attachments/8083ee5247c776518d1ea8431f29e276/4e57c5c3/CR_FPMAPIC.png,N/A - Air Handler Unit,5,,,,,,,Joel Keller,12/8/21,,0,0,0,0,5,0,1,0,0,0,,,,,,5,,,4,6,,,,,,,,,,,,,,,,,,,,,https://dl.airtable.com/.attachments/73ef7e0d51a7a08655fda63c46d39aa7/2ed35ba8/CR_FPM_WIRING.pdf,Air Handling Unit,Air Handler,checked
